province,district,latitude,longitude,merged_from
Sakarya,KAYNARCA,41.0339,30.3055,bunick:town
Sakarya,KOCAALİ,41.0542,30.8506,bunick:town
Sakarya,PAMUKOVA,40.5071,30.1685,bunick:town
Sakarya,SAPANCA,40.6973,30.2694,bunick:town
Sakarya,SERDİVAN,40.7724,30.3631,bunick:town
Sakarya,SÖĞÜTLÜ,40.9056,30.474,bunick:town
Sakarya,TARAKLI,40.3973,30.4931,bunick:town
Samsun,ALAÇAM,41.6118,35.604,bunick:town
Samsun,ASARCIK,41.0363,36.2345,bunick:town
Samsun,ATAKUM,41.3223,36.287,bunick:town
Samsun,AYVACIK,40.9897,36.6327,bunick:town
Samsun,BAFRA,41.56,35.9066,bunick:town
Samsun,CANİK,41.2684,36.3594,bunick:town
Samsun,ÇARŞAMBA,41.1983,36.7232,bunick:town
Samsun,HAVZA,40.9684,35.6652,bunick:town
Samsun,İLKADIM,41.2786,36.3281,bunick:town
Samsun,KAVAK,41.0701,36.029,bunick:town
Samsun,LADİK,40.912,35.8947,bunick:town
Samsun,19 MAYIS,41.4624,36.046,bunick:town
Samsun,SALIPAZARI,41.0817,36.8253,bunick:town
Samsun,TEKKEKÖY,41.2201,36.4525,bunick:town
Samsun,TERME,41.2092,36.972,bunick:town
Samsun,VEZİRKÖPRÜ,41.1434,35.4605,bunick:town
Samsun,YAKAKENT,41.6313,35.5302,bunick:town
Siirt,MERKEZ,37.9257,41.9419,bunick:province
Siirt,BAYKAN,38.1628,41.7841,bunick:town
Siirt,ERUH,37.7491,42.1844,bunick:town
Siirt,KURTALAN,37.9258,41.6998,bunick:town
Siirt,PERVARİ,37.9324,42.5481,bunick:town
Siirt,ŞİRVAN,38.0624,42.0304,bunick:town
Siirt,TİLLO,37.95,42.0116,bunick:town
Sinop,MERKEZ,42.0265,35.1511,bunick:province
Sinop,AYANCIK,41.9396,34.5878,bunick:town
Sinop,BOYABAT,41.4635,34.7775,bunick:town
Sinop,DİKMEN,41.6515,35.264,bunick:town
Sinop,DURAĞAN,41.42,35.0559,bunick:town
Sinop,ERFELEK,41.8798,34.9069,bunick:town
Sinop,GERZE,41.8039,35.1948,bunick:town
Sinop,SARAYDÜZÜ,41.3286,34.8473,bunick:town
Sinop,TÜRKELİ,41.9482,34.3394,bunick:town
Sivas,MERKEZ,39.7504,37.015,bunick:province
Sivas,AKINCILAR,40.0816,38.3474,bunick:town
Sivas,ALTINYAYLA,39.2729,36.7476,bunick:town
Sivas,DİVRİĞİ,39.3679,38.1136,bunick:town
Sivas,DOĞANŞAR,40.2145,37.5332,bunick:town
Sivas,GEMEREK,39.1848,36.0717,bunick:town
Sivas,GÖLOVA,40.0613,38.6084,bunick:town
Sivas,GÜRÜN,38.7217,37.2782,bunick:town
Sivas,HAFİK,39.8546,37.3889,bunick:town
Sivas,İMRANLI,39.8738,38.1118,bunick:town
Sivas,KANGAL,39.2356,37.3909,bunick:town
Sivas,KOYULHİSAR,40.3011,37.8323,bunick:town
Sivas,SUŞEHRİ,40.1749,38.0849,bunick:town
Sivas,ŞARKIŞLA,39.3501,36.4097,bunick:town
Sivas,ULAŞ,39.4431,37.0414,bunick:town
Sivas,YILDIZELİ,39.8718,36.5997,bunick:town
Sivas,ZARA,39.8971,37.759,bunick:town
Tekirdağ,ÇERKEZKÖY,41.2863,27.9996,bunick:town
Tekirdağ,ÇORLU,41.1606,27.8009,bunick:town
Tekirdağ,ERGENE,41.2391,27.7112,bunick:town
Tekirdağ,HAYRABOLU,41.2136,27.1068,bunick:town
Tekirdağ,KAPAKLI,41.3307,27.9868,bunick:town
Tekirdağ,MALKARA,40.8937,26.9039,bunick:town
Tekirdağ,MARMARAEREĞLİSİ,40.9693,27.9549,bunick:town
Tekirdağ,MURATLI,41.1726,27.4963,bunick:town
Tekirdağ,SARAY,41.4405,27.921,bunick:town
Tekirdağ,SÜLEYMANPAŞA,40.9768,27.5161,bunick:town
Tekirdağ,ŞARKÖY,40.6102,27.1123,bunick:town
Tokat,MERKEZ,40.3139,36.5517,bunick:province
Tokat,ALMUS,40.3758,36.9033,bunick:town
Tokat,ARTOVA,40.1164,36.3004,bunick:town
Tokat,BAŞÇİFTLİK,40.547,37.1684,bunick:town
Tokat,ERBAA,40.6723,36.5679,bunick:town
Tokat,NİKSAR,40.5901,36.9512,bunick:town
Tokat,PAZAR,40.2763,36.2833,bunick:town
Tokat,REŞADİYE,40.3929,37.3387,bunick:town
Tokat,SULUSARAY,39.9976,36.0838,bunick:town
Tokat,TURHAL,40.3878,36.0834,bunick:town
Tokat,YEŞİLYURT,40.0073,36.2184,bunick:town
Tokat,ZİLE,40.3025,35.8867,bunick:town
Trabzon,AKÇAABAT,41.0158,39.5941,bunick:town
Trabzon,ARAKLI,40.9387,40.0541,bunick:town
Trabzon,ARSİN,40.9534,39.9355,bunick:town
Trabzon,BEŞİKDÜZÜ,41.0544,39.2282,bunick:town
Trabzon,ÇARŞIBAŞI,41.084,39.3794,bunick:town
Trabzon,ÇAYKARA,40.7461,40.2423,bunick:town
Trabzon,DERNEKPAZARI,40.7989,40.2478,bunick:town
Trabzon,DÜZKÖY,40.874,39.4252,bunick:town
Trabzon,HAYRAT,40.8894,40.3682,bunick:town
Trabzon,KÖPRÜBAŞI,40.8085,40.1234,bunick:town
Trabzon,MAÇKA,40.814,39.6108,bunick:town
Trabzon,OF,40.9491,40.2702,bunick:town
Trabzon,ORTAHİSAR,41.0034,39.7241,bunick:town
Trabzon,SÜRMENE,40.9125,40.1147,bunick:town
Trabzon,ŞALPAZARI,40.9414,39.1928,bunick:town
Trabzon,TONYA,40.8865,39.2908,bunick:town
Trabzon,VAKFIKEBİR,41.0484,39.2786,bunick:town
Trabzon,YOMRA,40.9587,39.8509,bunick:town
Tunceli,MERKEZ,39.1065,39.5476,bunick:province
Tunceli,ÇEMİŞGEZEK,39.0609,38.912,bunick:town
Tunceli,HOZAT,39.1076,39.2193,bunick:town
Tunceli,MAZGİRT,39.0203,39.6041,bunick:town
Tunceli,NAZIMİYE,39.1804,39.8286,bunick:town
Tunceli,OVACIK,39.3577,39.2163,bunick:town
Tunceli,PERTEK,38.8677,39.3245,bunick:town
Tunceli,PÜLÜMÜR,39.4856,39.8978,bunick:town
Şanlıurfa,AKÇAKALE,36.7137,38.9484,bunick:town
Şanlıurfa,BİRECİK,37.0238,37.9903,bunick:town
Şanlıurfa,BOZOVA,37.3621,38.5229,bunick:town
Şanlıurfa,CEYLANPINAR,36.8474,40.0489,bunick:town
Şanlıurfa,EYYÜBİYE,37.1483,38.783,bunick:town
Şanlıurfa,HALFETİ,37.2436,37.8695,bunick:town
Şanlıurfa,HALİLİYE,37.1674,38.7954,bunick:town
Şanlıurfa,HARRAN,36.8588,39.0333,bunick:town
Şanlıurfa,HİLVAN,37.5878,38.9543,bunick:town
Şanlıurfa,KARAKÖPRÜ,37.2158,38.7969,bunick:town
Şanlıurfa,SİVEREK,37.7551,39.3165,bunick:town
Şanlıurfa,SURUÇ,36.9737,38.4229,bunick:town
Şanlıurfa,VİRANŞEHİR,37.2275,39.7613,bunick:town
Uşak,MERKEZ,38.6739,29.4055,bunick:province
Uşak,BANAZ,38.7399,29.7531,bunick:town
Uşak,EŞME,38.3983,28.9689,bunick:town
Uşak,KARAHALLI,38.3189,29.5295,bunick:town
Uşak,SİVASLI,38.5001,29.6839,bunick:town
Uşak,ULUBEY,38.4169,29.291,bunick:town
Van,BAHÇESARAY,38.1235,42.8072,bunick:town
Van,BAŞKALE,38.0433,44.0185,bunick:town
Van,ÇALDIRAN,39.1373,43.9131,bunick:town
Van,ÇATAK,38.0069,43.0591,bunick:town
Van,EDREMİT,38.4142,43.2623,bunick:town
Van,ERCİŞ,39.0289,43.3591,bunick:town
Van,GEVAŞ,38.2953,43.1105,bunick:town
Van,GÜRPINAR,38.3226,43.4092,bunick:town
Van,İPEKYOLU,38.4959,43.3934,bunick:town
Van,MURADİYE,38.9902,43.7611,bunick:town
Van,ÖZALP,38.658,43.9899,bunick:town
Van,SARAY,38.6486,44.1697,bunick:town
Van,TUŞBA,38.5252,43.3542,bunick:town
Yozgat,MERKEZ,39.8224,34.8082,bunick:province
Yozgat,AKDAĞMADENİ,39.6598,35.8825,bunick:town
Yozgat,AYDINCIK,40.129,35.2858,bunick:town
Yozgat,BOĞAZLIYAN,39.1928,35.2461,bunick:town
Yozgat,ÇANDIR,39.2435,35.5145,bunick:town
Yozgat,ÇAYIRALAN,39.3049,35.6445,bunick:town
Yozgat,ÇEKEREK,40.0693,35.4948,bunick:town
Yozgat,KADIŞEHRİ,39.995,35.7905,bunick:town
Yozgat,SARAYKENT,39.6905,35.5112,bunick:town
Yozgat,SARIKAYA,39.4936,35.3754,bunick:town
Yozgat,SORGUN,39.8095,35.1854,bunick:town
Yozgat,ŞEFAATLİ,39.5002,34.7591,bunick:town
Yozgat,YENİFAKILI,39.211,35.0019,bunick:town
Yozgat,YERKÖY,39.6419,34.4697,bunick:town
Zonguldak,MERKEZ,41.4523,31.7878,bunick:province
Zonguldak,ALAPLI,41.1803,31.386,bunick:town
Zonguldak,ÇAYCUMA,41.4235,32.0817,bunick:town
Zonguldak,DEVREK,41.219,31.956,bunick:town
Zonguldak,EREĞLİ,41.2842,31.4133,bunick:town
Zonguldak,GÖKÇEBEY,41.3061,32.1433,bunick:town
Zonguldak,KİLİMLİ,41.4915,31.8394,bunick:town
Zonguldak,KOZLU,41.4352,31.7445,bunick:town
Aksaray,MERKEZ,38.3708,34.0272,bunick:province
Aksaray,AĞAÇÖREN,38.8699,33.9176,bunick:town
Aksaray,ESKİL,38.4015,33.4129,bunick:town
Aksaray,GÜLAĞAÇ,38.3937,34.3468,bunick:town
Aksaray,GÜZELYURT,38.2744,34.3712,bunick:town
Aksaray,ORTAKÖY,38.7366,34.0392,bunick:town
Aksaray,SARIYAHŞİ,38.9803,33.8431,bunick:town
Aksaray,SULTANHANI,38.2474,33.5489,bunick:town
Bayburt,MERKEZ,40.2605,40.2272,bunick:province
Bayburt,AYDINTEPE,40.3889,40.1473,bunick:town
Bayburt,DEMİRÖZÜ,40.1638,39.8919,bunick:town
Karaman,MERKEZ,37.1811,33.2222,bunick:province
Karaman,AYRANCI,37.3618,33.6893,bunick:town
Karaman,BAŞYAYLA,36.7527,32.6822,bunick:town
Karaman,ERMENEK,36.6388,32.8901,bunick:town
Karaman,KAZIMKARABEKİR,37.2273,32.959,bunick:town
Karaman,SARIVELİLER,36.6968,32.6154,bunick:town
Kırıkkale,MERKEZ,39.8393,33.5061,bunick:province
Kırıkkale,BAHŞILI,39.8133,33.4718,bunick:town
Kırıkkale,BALIŞEYH,39.9102,33.7211,bunick:town
Kırıkkale,ÇELEBİ,39.4646,33.5255,bunick:town
Kırıkkale,DELİCE,39.9435,34.0326,bunick:town
Kırıkkale,KARAKEÇİLİ,39.5932,33.3781,bunick:town
Kırıkkale,KESKİN,39.6731,33.6136,bunick:town
Kırıkkale,SULAKYURT,40.1576,33.7172,bunick:town
Kırıkkale,YAHŞİHAN,39.8518,33.4528,bunick:town
Batman,MERKEZ,37.8795,41.1241,bunick:province
Batman,BEŞİRİ,37.9172,41.2919,bunick:town
Batman,GERCÜŞ,37.5665,41.3852,bunick:town
Batman,HASANKEYF,37.7308,41.418,bunick:town
Batman,KOZLUK,38.1927,41.4899,bunick:town
Batman,SASON,38.3339,41.4146,bunick:town
Şırnak,MERKEZ,37.5179,42.4634,bunick:province
Şırnak,BEYTÜŞŞEBAP,37.5704,43.1665,bunick:town
Şırnak,CİZRE,37.3324,42.1855,bunick:town
Şırnak,GÜÇLÜKONAK,37.4715,41.9159,bunick:town
Şırnak,İDİL,37.3428,41.8878,bunick:town
Şırnak,SİLOPİ,37.247,42.4688,bunick:town
Şırnak,ULUDERE,37.4468,42.8473,bunick:town
Bartın,MERKEZ,41.6322,32.3364,bunick:province
Bartın,AMASRA,41.747,32.3855,bunick:town
Bartın,KURUCAŞİLE,41.8438,32.7205,bunick:town
Bartın,ULUS,41.583,32.6391,bunick:town
Ardahan,MERKEZ,41.1129,42.7023,bunick:province
Ardahan,ÇILDIR,41.1288,43.1326,bunick:town
Ardahan,DAMAL,41.3416,42.8407,bunick:town
Ardahan,GÖLE,40.7933,42.6095,bunick:town
Ardahan,HANAK,41.2333,42.8477,bunick:town
Ardahan,POSOF,41.5096,42.7276,bunick:town
Iğdır,MERKEZ,39.92,44.0436,bunick:province
Iğdır,ARALIK,39.8736,44.516,bunick:town
Iğdır,KARAKOYUNLU,39.9717,44.1724,bunick:town
Iğdır,TUZLUCA,40.04,43.6631,bunick:town
Yalova,MERKEZ,40.6566,29.2837,bunick:province
Yalova,ALTINOVA,40.6943,29.5088,bunick:town
Yalova,ARMUTLU,40.5192,28.8259,bunick:town
Yalova,ÇINARCIK,40.6465,29.1173,bunick:town
Yalova,ÇİFTLİKKÖY,40.6646,29.3227,bunick:town
Yalova,TERMAL,40.6062,29.1742,bunick:town
Karabük,MERKEZ,41.2058,32.6232,bunick:province
Karabük,EFLANİ,41.4234,32.9558,bunick:town
Karabük,ESKİPAZAR,40.9429,32.5305,bunick:town
Karabük,OVACIK,41.0754,32.9198,bunick:town
Karabük,SAFRANBOLU,41.2492,32.6831,bunick:town
Karabük,YENİCE,41.2035,32.321,bunick:town
Kilis,MERKEZ,36.7165,37.1145,bunick:province
Kilis,ELBEYLİ,36.6749,37.4669,bunick:town
Kilis,MUSABEYLİ,36.8849,36.9177,bunick:town
Kilis,POLATELİ,36.8408,37.1428,bunick:town
Osmaniye,MERKEZ,37.073,36.2453,bunick:province
Osmaniye,BAHÇE,37.2032,36.5816,bunick:town
Osmaniye,DÜZİÇİ,37.2401,36.4535,bunick:town
Osmaniye,HASANBEYLİ,37.1309,36.5559,bunick:town
Osmaniye,KADİRLİ,37.3673,36.0966,bunick:town
Osmaniye,SUMBAS,37.4536,36.0247,bunick:town
Osmaniye,TOPRAKKALE,37.0677,36.1444,bunick:town
Düzce,MERKEZ,40.8394,31.1601,bunick:province
Düzce,AKÇAKOCA,41.0878,31.1174,bunick:town
Düzce,CUMAYERİ,40.873,30.9508,bunick:town
Düzce,ÇİLİMLİ,40.8955,31.0461,bunick:town
Düzce,GÖLYAKA,40.7747,30.9979,bunick:town
Düzce,GÜMÜŞOVA,40.8455,30.9384,bunick:town
Düzce,KAYNAŞLI,40.7735,31.3194,bunick:town
Düzce,YIĞILCA,40.9605,31.4444,bunick:town
